date,hotel_id,rooms_available,rooms_sold,adr,cancellations,no_shows,upgrades,avg_length_of_stay,group_rooms_sold,corporate_rooms_sold,direct_rooms_sold,ota_rooms_sold,market_occ,market_adr,marketing_spend,ota_commission,payroll_cost,utility_cost,nps,review_score,rain_mm,event_flag,loyalty_signups,fnb_revenue
5/5/2025,1011,200,148,7527.77,5,2,2,1.39,24,55,41,28,0.7614,7071.68,79694.55,36413.06,195362.16,197850.82,41,4,0.1,0,2,81108.59
5/6/2025,1011,200,156,7008.39,10,5,2,1.62,15,59,38,44,0.764,7258.7,12601.63,50084.43,325723.15,129247.79,42,3.8,10.5,0,3,99743.12
5/7/2025,1011,200,138,6900.65,4,3,2,2.08,41,48,25,24,0.697,7048.47,65409.49,22214.24,195905.89,75762.7,45,4.1,2.1,1,3,55938.3
5/8/2025,1011,200,160,7334.17,9,3,5,2.04,41,70,8,41,0.8364,7295.14,56516.21,49571.31,286526.21,187895.9,34,3.8,5.7,0,8,112239.1
5/9/2025,1011,200,181,6993.82,8,4,3,1.61,19,56,33,73,0.8799,7174.17,35243.64,64482.27,300827.92,185634.87,28,4,0,0,4,79581.59
5/10/2025,1011,200,190,7173.22,7,3,5,1.5,13,49,42,86,0.94,6596.05,27224.8,93245.18,157490,100309.21,30,4,0,0,12,145318.43
5/11/2025,1011,200,179,7232.05,12,3,2,2,41,56,41,41,0.9278,7273.06,57964.7,46329.81,143240.66,117735.33,34,4.7,0,0,5,85131.41
5/12/2025,1011,200,164,6746.91,7,3,1,1.93,42,71,32,19,0.7821,6826.53,14525.43,20612.47,285266.48,101811.82,23,4.5,11.8,0,5,106806.01
5/13/2025,1011,200,152,6692.5,8,5,1,1.01,11,29,25,87,0.7838,6198.78,45028.18,96291.51,141290.87,195755,63,4,7.4,0,1,108907.67
5/14/2025,1011,200,151,6885.39,8,7,2,1.86,16,41,34,60,0.7346,6563.46,53629.47,72582.77,251105.95,86715.28,43,3.5,0,0,6,97304.32
5/15/2025,1011,200,147,6732.62,14,5,4,1.8,10,29,29,79,0.7014,6318.3,61949.72,80701.29,227120.35,145840.85,37,4.2,0,0,6,106652.17
5/16/2025,1011,200,183,7026.49,7,4,4,1.76,32,54,39,58,0.9079,7014.14,60244.56,55486.28,244348.63,180135.02,42,4.1,4.3,0,7,85791.65
5/17/2025,1011,200,190,6827.89,8,3,4,1.56,34,89,34,33,0.94,7015.56,51335.65,38238.21,268541.88,98943.06,40,3.8,0.1,0,4,136481.53
5/18/2025,1011,200,183,6896.4,15,6,4,1.92,23,50,56,54,0.9141,6727.88,20756.57,66041.76,364024.46,138678.4,25,4,8.1,0,4,115326.49
5/19/2025,1011,200,154,6656.17,12,2,6,2.28,32,44,19,59,0.7412,6968.74,57450.26,52365.82,238069.3,137720.7,33,4,0,0,2,51908.41
5/20/2025,1011,200,152,7291.98,11,3,3,1.43,31,36,50,35,0.7359,7607.22,22855.04,37731.78,306722.7,145105.71,35,4.1,0,0,5,47110.58
5/21/2025,1011,200,155,7222.68,10,5,1,1.85,43,38,35,39,0.7639,7252.55,57247.27,43062.9,213646.93,87116.47,46,4.3,2.1,1,4,47128.96
5/22/2025,1011,200,151,6962.74,9,3,0,1.04,19,43,35,54,0.7527,6787.25,31738.32,59012.09,187545.11,127743.89,43,3.5,2.8,1,3,80136.07
5/23/2025,1011,200,178,7361.61,11,4,1,2.41,25,75,51,27,0.8667,6637.71,36398.69,29225.93,366281.1,70082.73,24,3.9,2.5,0,4,136824.46
5/24/2025,1011,200,189,7470.9,14,1,7,1.35,13,46,35,95,0.94,7274.79,46535.61,87807.08,266228.65,157181.09,32,4.1,11.3,0,5,58609.66
5/25/2025,1011,200,190,7155.74,12,1,0,2.06,28,57,47,58,0.94,7358.14,27750.77,58763.66,186609.39,174863.91,30,4.1,0,0,6,129024.66
5/26/2025,1011,200,146,7119.58,4,1,3,1.59,21,57,38,30,0.7634,6791.25,53186.83,37582.19,221294.58,184221.17,53,4,1.6,0,4,58411.6
5/27/2025,1011,200,147,6907.64,18,0,1,1.96,15,56,42,34,0.7226,6368.66,74319.33,35486.55,152125.43,165424.18,43,4.4,0.9,0,4,53290.91
5/28/2025,1011,200,154,6883.49,6,1,9,2.3,24,36,12,82,0.7418,6834.66,18535.01,75305.08,304290.88,63182.94,32,3.7,2.2,0,3,50943.73
5/29/2025,1011,200,151,6812.55,9,9,0,1.97,31,50,41,29,0.7664,6597.03,27439.12,27261.1,273197.09,125936.54,41,3.5,9,0,7,117510.2
5/30/2025,1011,200,167,6884.51,6,1,1,2.11,19,65,30,53,0.8141,6425.48,30122.41,59067.06,123414.04,190447.29,30,4,0,0,3,63737.77
5/31/2025,1011,200,173,7000.44,10,3,6,1.85,15,70,27,61,0.831,7253.14,61244.37,54332.88,195793.92,105257.06,34,4.1,5.8,0,6,95222.98
6/1/2025,1011,200,162,7243.2,6,3,4,1.34,50,65,39,8,0.7752,7388.33,47819.32,7785.89,377790.37,197767.29,59,3.9,7.1,0,7,111824.64
6/2/2025,1011,200,146,7205.63,6,1,1,1.49,34,64,18,30,0.7554,7260.86,15790.59,37563.33,138673.72,159893.49,49,4.2,0.7,1,7,82456.42
6/3/2025,1011,200,153,7223.89,11,3,1,1.99,16,57,32,48,0.773,7208.63,67553.81,61592.9,156409.1,60730.93,39,3.3,12.3,0,2,97184.72
6/4/2025,1011,200,162,6708.43,13,4,8,1.95,21,42,26,73,0.7974,6675.53,14089.67,62141.14,361951.27,171886.42,19,4.4,8.8,0,5,79862.92
6/5/2025,1011,200,160,6949.77,6,1,3,2.1,33,44,30,53,0.8102,6426.07,24898.29,52978.06,292317.7,146158.92,49,4.2,12.4,0,4,53840.19
6/6/2025,1011,200,166,7209.16,12,1,4,1.9,15,59,30,62,0.8131,6769.37,48654.12,75660.87,173429.42,60356.48,40,3.9,10.4,0,4,70154.88
6/7/2025,1011,200,173,7361.81,11,0,6,1.58,25,31,29,88,0.8718,7198.92,37816.45,88049.69,261553.75,141189.41,27,4.1,13.1,0,4,78200.89
6/8/2025,1011,200,170,6808.68,9,0,4,1.42,24,60,51,35,0.8392,6420.46,40380.15,36648.31,134491.15,153126.69,61,4.3,15.9,0,3,116483.79
6/9/2025,1011,200,142,6682.15,4,2,2,1.76,19,50,29,44,0.6758,6030.81,35680.89,47705.67,179732.68,131242.1,49,3.9,0,0,5,103509.15
6/10/2025,1011,200,163,7322.79,7,2,2,2.37,26,67,50,20,0.8036,7282.6,38669.07,18482.19,168971.33,135259.5,39,4.2,8.8,0,5,94220.64
6/11/2025,1011,200,172,6746.97,10,5,3,1.36,21,58,47,46,0.8348,6383.01,60774.37,46863.77,246748.49,86497.23,41,4.2,9.8,0,1,77152.3
6/12/2025,1011,200,147,6942.45,8,1,4,1.78,35,53,28,31,0.7583,6648.43,76639.18,28012.84,202123.6,167952.84,26,4.7,0,0,4,74667.72
6/13/2025,1011,200,168,6966.29,10,3,4,1.03,54,19,29,66,0.8713,6399.51,55873.07,77054.14,210563.3,188674.29,65,3.9,10.3,0,8,84928.33
6/14/2025,1011,200,169,7326.31,10,2,9,1.79,25,36,53,55,0.8141,6947.11,36736.62,66327.2,240274.79,145207.64,42,4.2,12.5,0,5,91508.51
6/15/2025,1011,200,180,7078.72,18,3,6,2.14,44,63,56,17,0.9339,6676.77,28280.17,16195.9,127934.8,186087.37,43,4.2,3.5,0,4,123111.4
6/16/2025,1011,200,152,7368.43,4,3,5,1.64,16,38,31,67,0.7816,6763.88,11974.6,62379.73,368430.72,169999.41,26,4,3.2,0,4,83602.98
6/17/2025,1011,200,171,7245.53,13,1,2,1.88,21,62,36,52,0.863,6525.41,11508.41,52245.14,219183.69,190554.76,34,3.7,8.6,1,9,101532.94
6/18/2025,1011,200,176,7108.8,7,0,1,1.91,31,69,24,52,0.8819,6645.89,76503.21,64217.91,134396.89,147128.83,55,4.1,18,1,5,59266.72
6/19/2025,1011,200,171,6736.7,17,0,2,1.09,22,72,43,34,0.8232,6717.41,77717.65,40663.47,162032.28,166358.57,37,4.3,20.3,0,0,62201.56
6/20/2025,1011,200,175,7118.08,6,3,4,1.01,24,37,24,90,0.8955,7387.96,58169.29,91174.56,285075.44,119091.24,38,3.8,11.6,0,4,98890.1
6/21/2025,1011,200,171,7467.37,19,4,2,1.77,29,52,44,46,0.8493,6992.46,58574.87,42627.68,328013.7,183214.65,40,3.9,3.2,0,8,80566.38
6/22/2025,1011,200,190,7482.61,7,1,4,2.19,33,61,46,50,0.9107,7601.62,50572.94,60810.8,350941.33,187619.81,65,3.4,8.2,0,3,75414.62
6/23/2025,1011,200,144,7447.77,11,0,2,2.15,41,20,36,47,0.7239,6962.47,74352.02,47736.59,326420.98,131890.1,25,4.5,12.5,0,4,44523.12
6/24/2025,1011,200,152,7413.21,3,6,5,1.68,25,49,34,44,0.7437,7145.72,16025.67,45242.73,360252.04,146229.68,34,4.2,1,1,5,75653.46
6/25/2025,1011,200,154,6908.94,6,2,0,2.41,26,58,24,46,0.8036,6978.2,66407.24,54224.1,123797.12,77411.83,19,4.1,6.3,0,4,102972.57
6/26/2025,1011,200,144,6708.31,7,0,2,1.37,28,39,38,39,0.6902,6512.71,51170.44,36334.05,276039.27,155410.14,47,4.4,4.9,1,8,65949.13
6/27/2025,1011,200,159,7154.77,6,2,2,1.83,12,63,17,67,0.8328,6516.08,31604.06,82680.6,241086.27,163756.45,40,4.1,11.4,0,4,118085.03
6/28/2025,1011,200,185,6875.67,8,4,8,1.73,34,83,50,18,0.8881,6724.89,49015.04,17297.64,125536.51,163975.25,45,3.7,6.5,0,5,136881.57
6/29/2025,1011,200,182,6680.97,3,2,4,1.52,45,23,45,69,0.9384,6734.77,77574.6,73323.94,271261.35,94772.6,54,4.2,7.8,0,6,143199.52
6/30/2025,1011,200,152,6966.85,10,2,3,1.67,28,56,44,24,0.7661,6646.51,60751.78,26498.42,128250.05,76476.61,32,4.3,15.1,0,9,113521.53
4/1/2025,1012,180,110,7392.31,5,0,5,1.74,36,30,22,22,0.5893,7086,50697.01,21081.11,283061.32,183493.12,38,3.9,0,0,1,50019.98
4/2/2025,1012,180,118,8024.99,5,2,2,2.25,30,39,31,18,0.6762,7462.26,47104.97,20890.63,260715.59,160567.22,36,4.8,0,0,2,88082.24
4/3/2025,1012,180,121,7727.99,7,0,3,1.96,8,28,27,58,0.6911,7358.38,57359.31,54639.21,335768.15,188537.75,44,4.2,2.1,0,6,65161.42
4/4/2025,1012,180,138,7706.57,14,0,0,1.75,23,36,32,47,0.7859,7494.15,52769.26,51309.26,146516.31,117959.81,40,4.1,1.9,1,2,43340.52
4/5/2025,1012,180,132,8127.43,5,1,0,1.8,24,37,17,54,0.7572,8239.49,17544.38,56157.96,261367.34,74295.65,40,4.3,0,0,7,43153.96
4/6/2025,1012,180,132,7812.88,3,2,4,1.88,30,25,37,40,0.7088,8149.9,45773.51,51665.99,217943.34,127588.12,45,4.3,3.2,0,2,93378.63
4/7/2025,1012,180,110,7994.54,13,1,2,1.25,26,30,25,29,0.6395,7589.43,66926.05,34456.76,224013.74,120290.35,39,4.3,4.1,0,2,35353.95
4/8/2025,1012,180,105,7543.66,5,2,2,1.86,16,35,22,32,0.5644,7172.11,40548.81,29074.65,212248.15,160674.28,47,4,0.4,0,5,46389.33
4/9/2025,1012,180,116,7424.86,12,1,6,2.43,20,41,16,39,0.6502,6878.35,18188.39,37428.57,343882.23,151620.93,34,4.9,2.6,1,1,63714.09
4/10/2025,1012,180,119,8133.2,2,3,1,2.02,14,14,20,71,0.6722,7778.34,76889.66,87885.23,172680.5,124247.79,26,3.7,0,0,2,81983.87
4/11/2025,1012,180,131,7344.94,2,1,4,1.7,29,41,34,27,0.734,6814.48,59254.66,27763.57,152232.04,139864.24,17,4.4,0,0,3,94863.23
4/12/2025,1012,180,121,7803.78,3,2,2,2.03,6,42,25,48,0.7041,7666,71377.85,50706.19,376924.95,163863.13,28,4.2,0,0,4,91441.6
4/13/2025,1012,180,137,7683.51,9,1,3,2.12,20,46,32,39,0.7988,7538.68,10912.24,45138.41,166957.97,129666.84,47,3.5,1.3,0,3,99482.35
4/14/2025,1012,180,120,8095.5,7,1,0,1.54,9,32,26,53,0.6958,7913.78,10960.27,65521.74,146017.18,168835.7,50,4.2,5.4,1,4,87991.88
4/15/2025,1012,180,111,7846.52,5,0,1,1.86,14,52,24,21,0.6083,7202.88,65809.79,21357.74,145477.57,171737.67,27,4.6,2.3,0,2,87109.56
4/16/2025,1012,180,112,7356.81,3,2,2,1.27,20,37,27,28,0.6165,7619.25,62252.76,32009.64,232215.89,120413.93,55,4,3.6,0,1,58928.58
4/17/2025,1012,180,118,8068.54,6,0,2,1.79,15,36,12,55,0.6228,7609.12,17409.23,56728.65,232168.52,98826.53,42,4,6.7,0,2,60581.22
4/18/2025,1012,180,121,7359.97,8,1,2,1.8,37,42,21,21,0.6736,6935.23,54959.86,20218.65,173455.13,197845.55,26,3.9,8.3,0,5,90023.45
4/19/2025,1012,180,125,8015.24,16,1,4,2.15,19,28,28,50,0.7255,7341.26,52740.7,60696.7,379735.99,79728.2,50,4.3,0,1,1,42005.77
4/20/2025,1012,180,117,8209.03,15,1,2,1.7,19,36,30,32,0.6703,8171.72,75182.41,35354.82,187474.57,181848.08,33,4.9,0,1,4,42629.61
4/21/2025,1012,180,124,7411.25,6,2,4,1.84,23,30,28,43,0.693,7659.3,28875.42,40332.39,297424.5,70680.19,39,4.2,2.2,0,3,81264.95
4/22/2025,1012,180,120,7343.09,7,4,1,1.87,18,36,19,47,0.6793,7373.4,58762.55,49004.83,135752.3,100603.07,26,4.2,0,0,4,82333
4/23/2025,1012,180,115,7438,11,4,2,2,14,48,32,21,0.6556,7692.61,44423.84,24881.77,342098.67,185978.17,36,3.6,7,0,3,55749.18
4/24/2025,1012,180,124,7582.29,8,2,1,1.41,18,30,31,45,0.6969,7952.13,42299.96,46495.7,127721.8,120766.82,48,4.1,0,0,6,91196.95
4/25/2025,1012,180,148,8118.35,14,2,1,1.75,15,69,33,31,0.8468,8368.27,75927.71,37979.98,283527.84,81241.86,33,4.6,0.8,0,1,111209.47
4/26/2025,1012,180,134,7324.79,13,2,1,2.24,22,53,13,46,0.7464,7311.87,63048.9,46449.13,225416.01,77541.61,26,4.3,8,0,3,56266.01
4/27/2025,1012,180,130,7666.6,8,4,2,1.63,12,43,35,40,0.7486,7987.41,38201.43,52603.42,285557.39,125067.84,47,4.2,5.1,0,4,90464.97
4/28/2025,1012,180,106,7897.27,8,1,1,1.54,8,40,20,38,0.5735,8042.37,23522.64,51312.16,330448.12,159923.62,42,3.4,11.5,0,4,38113.02
4/29/2025,1012,180,119,8004.52,4,0,1,1.8,17,41,30,31,0.6313,7666.95,12523.57,29865.08,244425.27,110400.78,49,4.6,2.3,0,1,82017.73
4/30/2025,1012,180,118,7783.3,3,1,3,1.71,22,30,22,44,0.6223,7732.61,42320.81,52561.54,170380.57,93128.46,25,4.3,2.1,0,2,73993.81
5/1/2025,1012,180,118,7850.93,6,3,0,2.34,15,42,28,33,0.6391,7937.52,48136.83,35865.23,169621.64,80440.28,43,4.2,0,0,4,79110.92
5/2/2025,1012,180,144,8119.38,8,3,4,1.46,22,51,40,31,0.7981,8372.61,23307.78,38043.13,365136.59,112260.69,28,4.1,0,0,2,68774.65
5/3/2025,1012,180,141,7721.77,8,1,3,1.65,29,55,9,48,0.7639,7485.78,59668.53,47710.25,216132.52,135938.34,38,4.3,6.7,0,2,96787.4
5/4/2025,1012,180,129,7295.9,10,0,5,2,27,35,36,31,0.7058,6646.19,40153.02,36839.64,173109.03,151344.53,34,4.3,3.6,0,2,90587.32
5/5/2025,1012,180,118,8053.56,2,0,2,1.85,17,21,9,71,0.6753,8180,55187.28,98346.56,168331.78,136959.79,29,4.3,3.9,0,10,61563.18
5/6/2025,1012,180,108,8063.4,3,2,2,1.37,17,43,34,14,0.5969,7726.98,46878.46,18873.42,277989.5,74000.45,42,4.3,7.3,0,4,85840.68
5/7/2025,1012,180,107,8180.29,5,2,1,1.84,16,30,25,36,0.5708,8514.99,17240.12,47885.86,282177.27,118720.41,31,4.6,0,0,0,68676.8
5/8/2025,1012,180,120,8003.03,4,4,1,2,15,32,25,48,0.6863,8247.37,32247.88,68323.58,152201.54,191272.49,74,4.1,0,0,1,48698.67
5/9/2025,1012,180,137,7521.33,3,0,3,1.55,24,49,12,52,0.7604,7387.18,21666.98,54256.74,328862.07,65501.34,35,3.8,0,0,7,76732.38
5/10/2025,1012,180,135,7962.25,17,1,5,1.76,29,34,29,43,0.717,8260.48,58937.2,41091.67,283430.39,130171.55,37,3.8,11.3,1,3,49719.83
5/11/2025,1012,180,128,7380.75,8,3,2,2.04,13,47,32,36,0.7093,7701.66,17406.97,33803.43,172103.78,197467.76,24,3.8,5.4,1,0,83203.99
5/12/2025,1012,180,129,7795.27,6,3,7,1.33,17,48,32,32,0.6839,7837.76,67301.25,35906.48,278311.5,61433.1,73,4.4,5,0,6,66591.94
5/13/2025,1012,180,137,7366.77,10,1,3,1.47,28,50,42,17,0.744,6780.77,40896.4,17880.91,156598.29,153817.76,37,4,0,0,7,75583.61
5/14/2025,1012,180,112,7417.93,12,2,1,1.64,20,45,10,37,0.6024,6983.57,23805.06,39098.05,379678.53,172659.86,37,3.4,0,0,6,41164.7
5/15/2025,1012,180,116,8214.6,6,2,1,1.75,24,37,16,39,0.662,7960.52,67112.08,45269.26,231880.09,187815.44,49,4.5,4.2,0,4,68487.48
5/16/2025,1012,180,136,7718.28,3,5,2,1.83,25,16,13,82,0.7669,7371.94,30023.51,106378.63,197882.01,142425.03,48,4.2,5,0,6,99672.21
5/17/2025,1012,180,140,7519.51,19,0,1,1.75,17,26,38,59,0.8087,7673.81,43342.6,55531.45,375115.87,123546.75,30,4.2,7.9,0,2,67898.53
5/18/2025,1012,180,128,7300.5,11,1,0,1.48,24,52,22,30,0.6759,7244.93,76102.14,28695.79,231856,66703.75,43,4.3,0,0,3,57959.94
5/19/2025,1012,180,119,8221.15,9,0,5,1.27,28,33,29,29,0.6559,8019.94,21499.28,32969.86,305052.54,98849.25,43,4.3,5.5,1,4,52138.05
5/20/2025,1012,180,121,7382.03,1,1,1,1.79,20,29,36,36,0.6523,7018.58,74498.98,40393.57,283349.84,144991.36,45,4.8,0,0,7,39411.6
5/21/2025,1012,180,111,7980.6,6,1,5,1.69,24,35,19,33,0.6066,8266.25,65221.95,34128.85,132613.09,158245.67,31,3.7,1.6,0,6,66103.74
5/22/2025,1012,180,110,7530.79,3,0,3,1.68,11,58,32,9,0.6336,7660.29,75192.77,9363.47,345771.72,147620.81,33,3.8,6.9,0,2,63149.25
5/23/2025,1012,180,130,7791.55,5,3,3,1.96,31,42,30,27,0.7217,7127.08,54966.83,35607.1,148216.32,94393.68,31,4.1,0,0,3,61271.35
5/24/2025,1012,180,151,7855.01,8,1,3,1.4,28,15,33,75,0.8236,8090.25,60682.34,87821.14,303547.06,79049.96,26,4.5,0.1,0,2,98934.16
5/25/2025,1012,180,134,7417.91,3,3,9,1.88,33,44,30,27,0.7539,6982.24,26202.41,26189.41,124395.11,61423.6,32,3.9,0,0,3,97122.67
5/26/2025,1012,180,127,7819.24,5,2,2,1.73,21,48,22,36,0.7366,7810.53,16011.61,37179.52,179647.11,107391.19,33,3.7,10.6,0,3,71665.51
5/27/2025,1012,180,116,8107,9,1,3,1.92,19,37,34,26,0.6166,7443.89,68548.51,36922.06,217895.67,162056.57,30,3.8,4.1,0,2,43630.3
5/28/2025,1012,180,121,7633.48,8,1,4,1.6,9,47,26,39,0.6894,7260.63,62442.07,38481.12,269116.18,194714.54,32,3.6,0.3,0,2,47530.69
5/29/2025,1012,180,107,7299.05,16,1,3,1.58,23,44,12,28,0.5689,7064.7,63772.57,25165.99,346689.45,194933.14,37,4.3,0.3,0,5,77861.24
5/30/2025,1012,180,134,7306.32,10,1,6,1.82,12,47,37,38,0.7256,6876.49,68863.5,48356.14,318408.25,118070.87,37,3.9,0,1,6,105672.91
5/31/2025,1012,180,134,7511.53,4,1,0,1.76,7,32,29,66,0.7771,7563.98,47178.55,83442.75,152664.81,135214.25,26,4,0.3,0,5,77258.54
6/1/2025,1012,180,126,7330.11,14,2,1,2.26,25,31,14,56,0.7035,7653.04,47568.14,55721.43,195672.41,188724.66,30,3.9,5.9,0,2,92890.81
6/2/2025,1012,180,113,8225.45,9,1,1,1.9,11,28,18,56,0.6402,7456.22,55677.02,77952.92,338709.73,92303.61,52,3.8,12.8,0,4,63474.18
6/3/2025,1012,180,119,7924.35,8,2,2,1.83,6,30,25,58,0.6759,7724.19,20258.1,78346.14,287677.64,124296.17,41,4.2,8.1,0,4,52256.39
6/4/2025,1012,180,105,7628.27,8,1,2,1.65,18,25,13,49,0.5836,7077.5,35306.34,54776.5,326823.12,157256.48,45,4.1,10.6,0,5,40829.13
6/5/2025,1012,180,115,7392.1,13,4,2,2.15,19,46,26,24,0.6461,6891.1,78321.76,24448.61,133740.71,199207.37,44,4.4,4.2,0,3,50553.35
6/6/2025,1012,180,122,7590.14,9,2,0,2.14,18,64,17,23,0.6538,7718.5,74256.41,24211.87,205683.63,180803.04,54,4.4,15,0,4,59495.8
6/7/2025,1012,180,124,7475.52,2,2,1,1.6,14,44,29,37,0.7176,7405.56,44582.2,44866.18,158138.81,148905.02,40,4.5,5.2,0,8,96141.66
6/8/2025,1012,180,128,7364.02,7,1,5,2.09,6,28,31,63,0.7387,7609.25,41463.34,70826.57,146676.5,175262.03,25,4.2,15.5,0,3,66258.37
6/9/2025,1012,180,113,7670.63,2,2,3,1.49,29,23,35,26,0.6447,8018.48,48181.64,35097.55,212252.3,120722.52,35,3.5,9.5,0,4,68051.68
6/10/2025,1012,180,106,8094.92,4,1,0,1.63,23,26,23,34,0.5818,8232.2,53801.04,34287.19,251889.22,103381.75,41,3.9,10.3,0,2,50205.35
6/11/2025,1012,180,108,7373.78,7,1,5,1.47,23,32,18,35,0.5756,7449.88,47349.82,40210.53,342518.49,140267.15,36,4.5,19.4,1,2,64668.86
6/12/2025,1012,180,128,7621.4,5,4,3,1.52,12,49,23,44,0.6962,7065.1,19216.54,48055.75,299503.21,159411.26,5,4.6,9,1,4,42504.69
6/13/2025,1012,180,141,7993.63,9,1,0,1.97,43,47,24,27,0.7978,7736.3,76820.94,29170.41,198295.07,77471.57,34,4.3,9.4,0,3,106933.91
6/14/2025,1012,180,126,7353.81,6,1,1,1.42,20,50,23,33,0.7219,7612.6,79070.44,36363.43,254209.14,170699.09,32,3.7,4.3,0,2,74544.83
6/15/2025,1012,180,153,8202.06,4,1,6,1.93,33,47,23,50,0.8554,7778.15,53667.43,64299.14,338979.6,176552.15,36,4.5,4.6,0,4,85930.54
6/16/2025,1012,180,106,8019.37,8,0,1,1.82,21,29,29,27,0.5705,8043.21,70062.97,27585.25,244833.67,187373.26,65,4.3,11.6,0,2,55354.21
6/17/2025,1012,180,117,7960.65,12,3,4,1.79,26,33,30,28,0.6774,8245.76,54543.48,29297.63,197051.34,74417.78,29,4.2,1.2,0,3,35807.37
6/18/2025,1012,180,117,7292.4,1,3,1,1.84,31,37,27,22,0.6744,6796.61,38425.62,24718.05,271150.81,129700.79,40,4.2,2,0,4,72365.97
6/19/2025,1012,180,117,7958.73,7,5,0,1.96,21,47,22,27,0.6228,8207.42,74895.06,34560.86,352832.7,113236.68,43,4,1.9,1,2,92891.31
6/20/2025,1012,180,134,7896.71,7,3,3,2.15,32,31,30,41,0.7598,8212.57,51537.26,57145.14,247971.35,106754.55,32,3.9,6.7,0,8,41583.67
6/21/2025,1012,180,121,7543.71,12,3,0,1.68,29,52,32,8,0.6771,7588.64,69791.2,10649.5,182608.95,186950.83,40,4.3,0,1,4,93174.9
6/22/2025,1012,180,129,7859.56,9,2,5,1.24,21,52,24,32,0.6886,8085.55,62985.41,37997.56,254781.81,94478.21,49,4.3,19.4,1,5,74799.23
6/23/2025,1012,180,118,7491.72,7,1,3,1.71,34,39,26,19,0.6367,7640.53,73054.81,18553.9,286932.97,85341.4,46,3.8,1.2,1,9,48986.52
6/24/2025,1012,180,107,7710.77,1,2,1,1.56,18,51,32,6,0.5668,7498.46,77274.48,7372.48,126511.91,154679.52,35,4.3,5.2,0,3,34501.8
6/25/2025,1012,180,103,7355.42,6,2,1,1.77,20,37,26,20,0.568,7084.83,47522.64,24261.17,225084.01,95240.92,43,3.7,4.3,0,5,44972.4
6/26/2025,1012,180,112,7857.34,8,5,3,1.83,18,38,17,39,0.6213,7627.26,43194.39,43482.85,272362.99,162699.7,31,4.2,12.8,0,2,64755.97
6/27/2025,1012,180,123,8046.45,12,2,3,1.8,17,50,24,32,0.6695,8280.45,75417.48,31023.36,313972.8,117782.27,31,4.5,11.5,0,4,63758.72
6/28/2025,1012,180,124,7434.56,4,2,0,2.16,21,44,19,40,0.6566,7677.76,51853.68,37191.58,361678.49,68739.21,39,4.5,4.4,0,4,96070.95
6/29/2025,1012,180,124,8115.58,5,0,5,2.1,13,31,35,45,0.7065,7456.54,15249.97,51190.34,247893.2,158210.08,35,4,6.2,0,2,54707.87
6/30/2025,1012,180,103,7518.24,8,0,1,1.64,13,23,15,52,0.5788,7475.52,70097.91,59179.24,339874.68,90410.44,54,4.5,0.4,0,1,45912.75
4/1/2025,1013,150,114,7756.54,8,1,2,2.02,19,39,27,29,0.7254,7224.32,67990.11,29734.81,238636,111575.33,54,4.6,4.3,1,4,66961.5
4/2/2025,1013,150,121,8305.97,10,2,0,2.42,19,25,38,39,0.7882,8001.17,10309.17,49865.98,189856.23,154012.23,36,4.5,2.2,0,9,82707.32
4/3/2025,1013,150,115,8258.06,6,0,5,1.94,29,29,29,28,0.7426,8440.89,27430.91,33652.94,229869.89,82592.88,56,4.7,4.6,0,3,61630.27
4/4/2025,1013,150,129,7507.01,5,6,2,1.32,40,46,23,20,0.8752,7048.52,31487.04,22033.29,167065.94,105662.9,40,3.8,0,0,4,42023.85
4/5/2025,1013,150,132,8264.51,2,0,2,1.91,37,57,21,17,0.899,7684.44,16491.18,18192.76,302411.41,136741.06,38,4.3,0,0,4,65745.99
4/6/2025,1013,150,124,7761.94,14,1,5,1.6,23,41,26,34,0.8284,8049.9,67988.11,39018.82,168965.42,67911.31,61,4.1,3,0,7,57802.15
4/7/2025,1013,150,120,7986.21,8,1,0,1.83,32,39,20,29,0.8209,7488.34,15129.2,34761.34,338009.21,109032.48,45,4.3,8.1,0,7,41583.97
4/8/2025,1013,150,121,8231.72,5,0,0,2.17,30,35,22,34,0.8223,7634.96,36730.45,37281.15,279025.45,196683.31,52,4.6,1.6,1,4,40798.17
4/9/2025,1013,150,117,8073.21,7,1,0,1.29,16,40,19,42,0.7838,8376.83,46293.5,54729.7,282295.61,122084.39,55,3.9,0.5,1,1,80126.4
4/10/2025,1013,150,117,8358.72,2,2,1,2.13,23,32,30,32,0.7838,8182.67,30776.52,40253.3,174636.62,160365.29,49,4.2,0,0,3,71724.35
4/11/2025,1013,150,132,8018.69,10,1,1,2.39,28,42,25,37,0.9186,8283.11,71539.12,39543.28,196198.24,179312.82,47,4.2,0.7,0,6,51828.77
4/12/2025,1013,150,136,8084.35,15,3,6,1.4,35,36,29,36,0.9397,7418.97,55721.72,38756.37,313891.16,157250.61,27,4.3,0,0,8,62328.13
4/13/2025,1013,150,135,8044.5,8,2,5,1.58,20,39,36,40,0.9341,7844.51,23591.85,39755.72,176588.78,167518.74,25,4.3,0,0,2,46557.29
4/14/2025,1013,150,125,7478.5,12,0,3,1.89,19,40,29,37,0.8512,7749.46,52095.13,33732.86,260492.49,68036.95,36,3.8,1.7,0,3,58773.43
4/15/2025,1013,150,117,8264.62,7,0,1,1.62,28,29,21,39,0.7494,8172.07,66727.74,48277.56,245134.63,88453.07,39,4.4,0,0,2,54961.55
